   088.7671,      089.1057, 00075.95767, 57.525418,      085.21906638
94.159172,      56.0582121,    000070.5866, 04.1672015,      78.20283975
     7.753701607,0000098.3505,   73.31971, 00017.942655,  00006.66121
   00092.4377,      080.07395,    000089.81183,074.9687107,000039.0505
 00037.485289,   0084.690621, 00000088.16,      0030.77883,  0034.730556
     40.18813768, 05.208343,  00000021.607,  046.4356171,      000068.26551
   000049.10962,000049.39961,75.00231055,     00000084.399, 00000030.055
51.23605385,    0058.059,     0058.47295,  0054.8112458,     0000081.716
    000080.0579,     00025.5596,    0000036.172,      73.5884635,036.8124634
 075.95672,     000004.7526,   0000032.332,  0023.7902146,    0064.37365
    0095.3948,  15.51428544,    0014.875,   77.89307263,    0000013.301
 00008.8962,      0014.88853,   0000087.527,000025.1457,     00024.25709
 00012.242,     00039.797764,   0002.252,  000024.87426,     043.44839436
   00037.172756,     0000056.4201,00068.96712,   0004.3436,     0000.36179
    00084.54897,    068.310333,   0092.586374,    0063.33703,     79.46369228
  18.0138769,00044.4881,   00000013.311,   71.03152104, 088.2308723
  0056.9456871,  045.1669845,00092.005789,      18.21038912,     034.459891
08.62945,      010.092375, 085.7589,      078.9430993,   025.08992518
     78.18268,00071.9725,    0025.1645, 0000057.0951,     0053.866443
     84.04705,  74.86183894,14.72157,    57.585463,     0000065.6899
     000063.2305, 0095.2521,     000039.3499,   46.9279594, 53.8119157
   0000055.8654,     0000005.6993,    034.6937,    0004.60744,00023.108967
   0073.494142,     065.12999265,    0060.564,     049.8454,   0000095.3894
    000092.504,      042.57266248,      00040.47486,   00000075.149,    0000038.3998
 000009.35527,   77.5859255,      1.564560189,      73.30391,65.3093382
    78.959833,      00010.837852,    00059.8781,  000060.5174, 02.36424814
  0001.219001,     17.36943701,  57.603858,50.11444,      02.262273484
47.8392008,   00016.1377,  00095.010125,     00026.112044,      0000065.162
28.72937519, 00036.217464,    00000087.621,     00044.881,  00043.588
     26.937686,   0035.8448992, 00069.77947,    0043.915,    00099.314224
      85.052569, 00071.9412,    008.41748292,      0040.3452,  0081.237
  00061.575801,00061.53011,   0000098.0264,   20.23453696,      74.78984479
  00001.637866,   00018.307,    006.35054,  88.7960737,      0002.617794
0010.8365,  00032.046382,    54.85986583,     0028.2711001,  0066.34172
  067.0207,  00043.56317,   00078.2226,  23.341102,     86.37437294
   12.40875279,0025.908761, 55.53808514,000010.691,      0082.8298566
 000060.95926,  0081.4211,    0001.0572,    7.76709567,      59.848073
 0083.6225,    00044.00805,     0060.1238062,  030.1656, 0054.029
  00000021.672,   35.33696161,      000089.221,      00084.9951, 0003.3065
  6.696079786,  0019.7947071,  00000026.013,   076.6262,   0061.9155076
  18.753543,  0022.2928,0068.4796,    10.960371,     013.4575
     21.2777373, 16.6368288,      41.917798,      54.83401825,    2.22028275
    0000095.371,     0058.867,  051.5136, 0000065.879,    000057.21413
      000005.60192, 005.07263,     000025.4178, 42.1505085, 0000014.3717
   01.04317,  017.4937,   0033.7123891,   00065.7606,  70.57247988
 49.55686394,68.8647533,  18.039239,   054.77160735,    00012.9528
     0026.9144567, 062.6478,0044.759658, 000079.3202, 67.2012034
   032.5703423,    0000030.5884,000026.97492,  00018.4149, 0000081.185
      021.2133319,      009.470998,    007.9803283,  047.58308904,026.95253675
018.93394233, 07.8694125, 00022.775015,     00058.58258,  65.8937149
  0024.595677,0000094.8239,0087.31193,     87.3287377, 81.41689838
   12.435617,    00088.0936,      000024.6834,000069.23,     94.968678
  00000048.703,      66.84903, 0000067.1086,   82.16360738,      000047.81933
    023.0028575,  00037.56678,   00093.45189,      0000037.4668,31.8242012
    000059.261,      065.91227,   47.65723984,4.36043577,     2.355738
   000069.0915,  0053.1689,      38.1090665,   050.6007,      000093.41265
      0029.851,    0026.0886,    0000017.2965, 7.14943897,0000003.6821
  10.9251167,    00000080.004,      000006.54692, 000040.1978,    00040.005831
    033.795038,   000000065.02,    73.273445,  12.08274065,000097.99737
     53.98506,     1.5709693, 61.4531025,      00067.689, 3.61508795
 0000070.8587, 000013.9956,      00000031.455,36.76602164, 000040.53264
     085.5451,   17.98359671,     98.0200702,   26.88692048, 00069.81567
 00000048.248,  000014.777,     00079.158, 85.8514372,    0053.785
12.734612,   80.82665594,  0070.00369,    54.652255,   0086.8741
    008.9781,   000055.33989,  27.74778569,    56.2578923,      0080.981
  027.174188,    52.1597051,44.946521,    12.28332902,     00096.10249
089.260225,    61.37482543,  0033.863,      4.144868687,      00000031.842
89.6122976,      087.829689, 82.3322193,     07.49608,      017.353492
      053.7538,     0078.090713,      056.9906, 0041.30919,038.376498
40.66100483,  17.55544287,   00065.298884,     00014.0477,      48.669566
